location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.09227060617266,55.474728715646236,34.81%,69.45%,67.70%,193110,36279002
Los Angeles,102.85191714655352,75.18271581462176,26.90%,63.34%,62.10%,150541,29870200
Chicago,63.760546880149455,43.49997894787988,31.78%,65.97%,64.97%,73242,14972839
Houston,53.98059998595042,47.81069388590906,11.43%,51.84%,51.23%,89517,21081704
Phoenix,61.43291545772321,42.740276490647965,30.43%,61.94%,60.83%,27685,5606333
Philadelphia,54.58803160936061,42.320824110831545,22.47%,63.37%,61.85%,40406,10007832
San Antonio,45.6582954562743,36.76532273847928,19.48%,58.20%,58.67%,39956,7919083
San Diego,79.11941600932036,55.510054175139594,29.84%,69.19%,67.58%,36198,6037372
Dallas,65.27144815283117,51.06445144756841,21.77%,51.84%,51.08%,36375,8465180
San Jose,59.99701622186371,42.428262386663334,29.28%,75.58%,74.70%,16011,2721865
Austin,72.67293264875083,49.07038236704905,32.48%,63.72%,63.21%,34731,6386940
Jacksonville,47.63701421959112,42.91746899152882,9.91%,33.62%,29.31%,777,102594
Fort Worth,51.75871564143939,43.08565273124264,16.76%,51.85%,51.33%,17036,3200387
Columbus,44.16082325519263,32.933681818906805,25.42%,58.35%,57.89%,23651,5229940
San Francisco,111.80722417169942,58.12939138831308,48.01%,80.54%,79.48%,41664,7523850
Charlotte,57.80526484910088,42.27131085178647,26.87%,55.50%,55.11%,21876,5207181
Indianapolis,46.142004677415706,33.24868698483897,27.94%,59.06%,58.08%,19124,3898504
Seattle,98.02965976038078,51.15209168606013,47.82%,82.53%,82.40%,24515,4644662
Denver,81.18667053397968,53.30927143940947,34.34%,68.20%,67.80%,18104,3346738
Washington,80.85426732132397,56.014327562371456,30.72%,73.45%,72.42%,46513,8718398
Boston,74.39116624853264,46.30928598269794,37.75%,71.52%,70.62%,24894,4054147
El Paso,50.92555872152227,41.52757743052214,18.45%,63.37%,63.66%,11143,2067187
Detroit,53.452717400378575,49.70954779970659,7.00%,50.86%,49.56%,11883,2883414
Nashville,73.05488904186332,48.97572746039752,32.96%,57.74%,56.52%,22598,4636666
Portland,79.26834807323797,49.369588837102796,37.72%,77.25%,75.18%,18929,4552811
Memphis,49.58145183643451,39.36424348533375,20.61%,56.88%,55.64%,13177,3134039
