location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
New York City,85.27312188952332,47.43047158207219,44.38%,78.97%,77.16%,181713,31748638
Los Angeles,102.62973517782792,64.33795586062712,37.31%,73.07%,71.81%,139378,25723868
Chicago,63.740463976768446,35.6649737215711,44.05%,77.10%,75.81%,67681,12823184
Houston,53.75836949688722,40.85668264842246,24.00%,59.75%,59.46%,82349,18304146
Phoenix,61.46341864962552,34.24210726341546,44.29%,69.96%,68.80%,25576,4821305
Philadelphia,54.653615164310835,36.52892403501081,33.16%,71.07%,69.37%,37604,8693679
San Antonio,45.80305822340801,30.943916207443586,32.44%,66.14%,66.36%,37064,6841444
San Diego,79.36704588732036,46.62041097662459,41.26%,77.39%,75.73%,33638,5174566
Dallas,65.16364233977002,42.806184970843304,34.31%,62.84%,60.97%,33424,7157670
San Jose,60.02727761554907,31.728817152827325,47.14%,83.23%,82.81%,15006,2403540
Austin,72.6620044740682,40.04546595471801,44.89%,71.54%,71.33%,32386,5497041
Jacksonville,47.322677711983985,38.578630629765,18.48%,43.19%,44.46%,744,91157
Fort Worth,51.72196275789473,37.433532680028826,27.63%,59.45%,59.10%,15959,2778282
Columbus,44.378019238767685,27.04926680262605,39.05%,66.12%,65.45%,22154,4524985
San Francisco,112.33820475004627,47.79371735728216,57.46%,89.64%,89.05%,34741,5002945
Charlotte,57.540408401496315,34.80380098429599,39.51%,64.13%,63.41%,20279,4435157
Indianapolis,46.908316183196604,28.60959914949546,39.01%,68.43%,68.30%,17890,3413165
Seattle,97.24013073220867,38.051211814551685,60.87%,90.85%,91.03%,22872,3976183
Denver,81.36831445449901,44.33129061658886,45.52%,76.77%,76.67%,16696,2828701
Washington,80.63778967764452,47.12044440362503,41.57%,81.75%,81.25%,43539,7678914
Boston,73.95005838290172,37.66666120992218,49.06%,81.87%,80.52%,23253,3482641
El Paso,50.936301903925234,35.36188206096328,30.58%,72.95%,73.61%,10290,1784301
Detroit,53.26264604578665,46.08964180740879,13.47%,59.58%,56.76%,10924,2404895
Nashville,72.60479309467813,40.35383214405103,44.42%,67.97%,66.84%,21058,3993932
Portland,79.61097892951906,41.50677222536923,47.86%,84.08%,83.31%,17640,3890260
Memphis,49.87476909138499,34.66789334332985,30.49%,63.43%,61.85%,12169,2699885
Oklahoma City,45.580947122691,29.685540597539845,34.87%,60.63%,61.72%,9798,1905302
Las Vegas,83.78398846705169,60.10967433521949,28.26%,62.70%,63.02%,18487,3112253
Louisville,45.94980427528314,27.65718975040101,39.81%,67.92%,66.50%,7658,1416647
Baltimore,45.914123094951385,28.36423412967861,38.22%,68.42%,67.74%,14117,3350988
Milwaukee,52.97376875303741,34.27987537462954,35.29%,67.45%,65.38%,8660,1716696
Albuquerque,51.136019251545726,28.02544947510425,45.19%,77.37%,76.17%,7076,1195070
Tucson,53.739365828820226,33.326014719889,37.99%,69.20%,69.22%,8339,1343643
Fresno,37.91080374602476,23.30407182560483,38.53%,63.92%,65.33%,8414,1480702
